,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images,score,userCue,personal_details
0,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,15,"['mustache.jpg', 'cat.jpg']",0,mustache,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
1,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,0,"['pumpkin.jpg', 'candy.jpg']",67,plenty,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
2,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,3,"['water.jpg', 'submarine.jpg', 'sink.jpg']",50,sinking,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
3,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,9,"['fat.jpg', 'tummy.jpg']",67,weight,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
4,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,17,"['toothbrush.jpg', 'phone.jpg']",67,tool,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
5,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,31,"['parade.jpg', 'guacamole.jpg', 'march.jpg']",80,plenty,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
6,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,27,"['garden.jpg', 'green.jpg', 'olive.jpg']",50,green,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
7,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,38,"['floss.jpg', 'shave.jpg']",67,cleaning,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
8,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,29,"['dirty.jpg', 'ink.jpg', 'dirt.jpg']",50,dirty,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
9,3G5W44VEU84H1HTDK098HRWJ75KKGD,A2LCWWEBLDW3H6,3EFNPKWBMSAC8VCRVQN5RTWLWYM03S,Submitted,2022-05-12 20:57:30+03:00,32,"['church.jpg', 'bible.jpg']",67,sacred,"{'ages': 10, 'gender': 'non-binary', 'education': 'ElementarySchool', 'speaker': 'NoneNative'}"
