,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,candidates,labels,user_predictions,jaccard,personal_details
0,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,16,"['stewardess.jpg', 'van.jpg', 'snake.jpg', 'limp.jpg', 'cat.jpg']","{'cat.jpg', 'snake.jpg'}","{'van.jpg', 'snake.jpg'}",0.3333333333333333,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
1,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,11,"['cobra.jpg', 'ruler.jpg', 'penguin.jpg', 'notebook.jpg', 'king.jpg']","{'king.jpg', 'ruler.jpg', 'penguin.jpg'}","{'cobra.jpg', 'king.jpg', 'penguin.jpg'}",0.5,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
2,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,18,"['crane.jpg', 'microscope.jpg', 'van.jpg', 'woods.jpg', 'bush.jpg']","{'woods.jpg', 'bush.jpg'}","{'woods.jpg', 'van.jpg'}",0.3333333333333333,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
3,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,8,"['food.jpg', 'groundhog.jpg', 'drool.jpg', 'pie.jpg', 'cheese.jpg']","{'food.jpg', 'cheese.jpg', 'pie.jpg'}","{'food.jpg', 'cheese.jpg', 'pie.jpg'}",1.0,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
4,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,1,"['salt.jpg', 'bread.jpg', 'landlord.jpg', 'witch.jpg', 'snack.jpg']","{'bread.jpg', 'salt.jpg', 'snack.jpg'}","{'bread.jpg', 'salt.jpg', 'snack.jpg'}",1.0,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
5,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,24,"['mirror.jpg', 'snot.jpg', 'pond.jpg', 'vitamin.jpg', 'eating.jpg', 'water.jpg']","{'pond.jpg', 'mirror.jpg', 'water.jpg'}","{'mirror.jpg', 'snot.jpg', 'water.jpg'}",0.5,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
6,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,25,"['pat.jpg', 'arc.jpg', 'horn.jpg', 'newt.jpg', 'fire.jpg', 'lizard.jpg']","{'fire.jpg', 'lizard.jpg', 'newt.jpg'}","{'horn.jpg', 'lizard.jpg', 'newt.jpg'}",0.5,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
7,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,30,"['insect.jpg', 'clock.jpg', 'woodwind.jpg', 'bug.jpg', 'jacket.jpg', 'wrench.jpg']","{'clock.jpg', 'insect.jpg', 'bug.jpg'}","{'clock.jpg', 'woodwind.jpg', 'bug.jpg'}",0.5,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
8,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,37,"['crowd.jpg', 'teddy.jpg', 'skin.jpg', 'diamond.jpg', 'tin.jpg', 'crust.jpg']","{'diamond.jpg', 'skin.jpg'}","{'crust.jpg', 'teddy.jpg'}",0.0,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
9,37ZHEEHM6X8SCQA56RDEHW430ZN37K,ACBK30I7R42NI,3NSCTNUR2Z9BNNXD1B8PH08LVVR5AK,Submitted,2022-05-23 03:28:30+03:00,39,"['road.jpg', 'homework.jpg', 'air force.jpg', 'weed.jpg', 'goose.jpg', 'morse code.jpg']","{'goose.jpg', 'road.jpg'}","{'road.jpg', 'air force.jpg'}",0.3333333333333333,"{""ages"": 48, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
10,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,16,"['stewardess.jpg', 'van.jpg', 'snake.jpg', 'limp.jpg', 'cat.jpg']","{'cat.jpg', 'snake.jpg'}","{'cat.jpg', 'snake.jpg'}",1.0,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
11,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,11,"['cobra.jpg', 'ruler.jpg', 'penguin.jpg', 'notebook.jpg', 'king.jpg']","{'king.jpg', 'ruler.jpg', 'penguin.jpg'}","{'cobra.jpg', 'king.jpg', 'penguin.jpg'}",0.5,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
12,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,18,"['crane.jpg', 'microscope.jpg', 'van.jpg', 'woods.jpg', 'bush.jpg']","{'woods.jpg', 'bush.jpg'}","{'crane.jpg', 'woods.jpg'}",0.3333333333333333,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
13,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,8,"['food.jpg', 'groundhog.jpg', 'drool.jpg', 'pie.jpg', 'cheese.jpg']","{'food.jpg', 'cheese.jpg', 'pie.jpg'}","{'food.jpg', 'cheese.jpg', 'pie.jpg'}",1.0,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
14,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,1,"['salt.jpg', 'bread.jpg', 'landlord.jpg', 'witch.jpg', 'snack.jpg']","{'bread.jpg', 'salt.jpg', 'snack.jpg'}","{'bread.jpg', 'salt.jpg', 'snack.jpg'}",1.0,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
15,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,24,"['mirror.jpg', 'snot.jpg', 'pond.jpg', 'vitamin.jpg', 'eating.jpg', 'water.jpg']","{'pond.jpg', 'mirror.jpg', 'water.jpg'}","{'pond.jpg', 'mirror.jpg', 'water.jpg'}",1.0,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
16,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,25,"['pat.jpg', 'arc.jpg', 'horn.jpg', 'newt.jpg', 'fire.jpg', 'lizard.jpg']","{'fire.jpg', 'lizard.jpg', 'newt.jpg'}","{'fire.jpg', 'lizard.jpg', 'newt.jpg'}",1.0,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
17,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,30,"['insect.jpg', 'clock.jpg', 'woodwind.jpg', 'bug.jpg', 'jacket.jpg', 'wrench.jpg']","{'clock.jpg', 'insect.jpg', 'bug.jpg'}","{'wrench.jpg', 'clock.jpg', 'bug.jpg'}",0.5,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
18,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,37,"['crowd.jpg', 'teddy.jpg', 'skin.jpg', 'diamond.jpg', 'tin.jpg', 'crust.jpg']","{'diamond.jpg', 'skin.jpg'}","{'diamond.jpg', 'tin.jpg'}",0.3333333333333333,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
19,37M28K1J0RZLG6ASGFHL7UNIX4EJA2,A318574M8Q965P,3OJX0UFJ0ZTE3JDNA62XTHPHOU29UR,Submitted,2022-05-23 03:31:43+03:00,39,"['road.jpg', 'homework.jpg', 'air force.jpg', 'weed.jpg', 'goose.jpg', 'morse code.jpg']","{'goose.jpg', 'road.jpg'}","{'road.jpg', 'morse code.jpg'}",0.3333333333333333,"{""ages"": 52, ""gender"": ""female"", ""education"": ""Master"", ""speaker"": ""Native""}"
