image,cue,label,ID,image_url
sneeze.jpg,illness,1,133,https://winogavil.s3.eu-west-1.amazonaws.com/sneeze.jpg
scalp.jpg,curable,1,134,https://winogavil.s3.eu-west-1.amazonaws.com/scalp.jpg
sneeze.jpg,curable,1,134,https://winogavil.s3.eu-west-1.amazonaws.com/sneeze.jpg
tar.jpg,handles,1,135,https://winogavil.s3.eu-west-1.amazonaws.com/tar.jpg
axe.jpg,handles,1,135,https://winogavil.s3.eu-west-1.amazonaws.com/axe.jpg
cop.jpg,gun,1,136,https://winogavil.s3.eu-west-1.amazonaws.com/cop.jpg
police.jpg,gun,1,136,https://winogavil.s3.eu-west-1.amazonaws.com/police.jpg
cop.jpg,jail,1,137,https://winogavil.s3.eu-west-1.amazonaws.com/cop.jpg
police.jpg,jail,1,137,https://winogavil.s3.eu-west-1.amazonaws.com/police.jpg
cop.jpg,strength,1,138,https://winogavil.s3.eu-west-1.amazonaws.com/cop.jpg
rhino.jpg,strength,1,138,https://winogavil.s3.eu-west-1.amazonaws.com/rhino.jpg
police.jpg,strength,1,138,https://winogavil.s3.eu-west-1.amazonaws.com/police.jpg
soccer.jpg,strength,1,138,https://winogavil.s3.eu-west-1.amazonaws.com/soccer.jpg
cop.jpg,weapon,1,139,https://winogavil.s3.eu-west-1.amazonaws.com/cop.jpg
police.jpg,weapon,1,139,https://winogavil.s3.eu-west-1.amazonaws.com/police.jpg
axe.jpg,weapon,1,139,https://winogavil.s3.eu-west-1.amazonaws.com/axe.jpg
tiger.jpg,nose,1,140,https://winogavil.s3.eu-west-1.amazonaws.com/tiger.jpg
hamster.jpg,nose,1,140,https://winogavil.s3.eu-west-1.amazonaws.com/hamster.jpg
tiger.jpg,ears,1,141,https://winogavil.s3.eu-west-1.amazonaws.com/tiger.jpg
hamster.jpg,ears,1,141,https://winogavil.s3.eu-west-1.amazonaws.com/hamster.jpg
tiger.jpg,pulse,1,142,https://winogavil.s3.eu-west-1.amazonaws.com/tiger.jpg
hamster.jpg,pulse,1,142,https://winogavil.s3.eu-west-1.amazonaws.com/hamster.jpg
signature.jpg,ordered,1,143,https://winogavil.s3.eu-west-1.amazonaws.com/signature.jpg
periodic table.jpg,ordered,1,143,https://winogavil.s3.eu-west-1.amazonaws.com/periodic table.jpg
hot dog.jpg,cookout,1,144,https://winogavil.s3.eu-west-1.amazonaws.com/hot dog.jpg
bean.jpg,cookout,1,144,https://winogavil.s3.eu-west-1.amazonaws.com/bean.jpg
hot dog.jpg,grill,1,145,https://winogavil.s3.eu-west-1.amazonaws.com/hot dog.jpg
bean.jpg,grill,1,145,https://winogavil.s3.eu-west-1.amazonaws.com/bean.jpg
night.jpg,outside,1,146,https://winogavil.s3.eu-west-1.amazonaws.com/night.jpg
kangaroo.jpg,outside,1,146,https://winogavil.s3.eu-west-1.amazonaws.com/kangaroo.jpg
hot dog.jpg,edible,1,147,https://winogavil.s3.eu-west-1.amazonaws.com/hot dog.jpg
bean.jpg,edible,1,147,https://winogavil.s3.eu-west-1.amazonaws.com/bean.jpg
yogurt.jpg,edible,1,147,https://winogavil.s3.eu-west-1.amazonaws.com/yogurt.jpg
slipping.jpg,surprise,1,148,https://winogavil.s3.eu-west-1.amazonaws.com/slipping.jpg
